province,district_clean,sector,district_sector,disease,casetype,age_category_new,gender,periodname,year,month,Total
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,April 2024,2024,April,294.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,April 2025,2025,April,304.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,August 2020,2020,August,138.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,August 2021,2021,August,148.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,August 2022,2022,August,175.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,August 2023,2023,August,39.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,August 2024,2024,August,405.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,December 2020,2020,December,208.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,December 2021,2021,December,250.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,December 2022,2022,December,335.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,December 2023,2023,December,295.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,December 2024,2024,December,340.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,February 2020,2020,February,553.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,February 2021,2021,February,133.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,February 2022,2022,February,269.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,February 2023,2023,February,222.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,February 2024,2024,February,253.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,February 2025,2025,February,474.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,January 2020,2020,January,465.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,January 2021,2021,January,272.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,January 2022,2022,January,349.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,January 2023,2023,January,256.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,January 2024,2024,January,305.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,January 2025,2025,January,554.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,July 2020,2020,July,201.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,July 2021,2021,July,274.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,July 2022,2022,July,223.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,July 2023,2023,July,71.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,July 2024,2024,July,104.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,June 2020,2020,June,186.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,June 2021,2021,June,285.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,June 2022,2022,June,316.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,June 2023,2023,June,204.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,June 2024,2024,June,293.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,June 2025,2025,June,304.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,March 2020,2020,March,349.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,March 2021,2021,March,190.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,March 2022,2022,March,354.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,March 2023,2023,March,218.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,March 2024,2024,March,276.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,March 2025,2025,March,329.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,May 2020,2020,May,234.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,May 2021,2021,May,253.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,May 2022,2022,May,397.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,May 2023,2023,May,247.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,May 2024,2024,May,374.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,May 2025,2025,May,737.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,November 2020,2020,November,209.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,November 2021,2021,November,199.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,November 2022,2022,November,227.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,November 2023,2023,November,206.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,November 2024,2024,November,375.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,October 2020,2020,October,133.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,October 2021,2021,October,167.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,October 2022,2022,October,248.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,October 2023,2023,October,138.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,October 2024,2024,October,126.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,September 2020,2020,September,180.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,September 2021,2021,September,201.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,September 2022,2022,September,209.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,September 2023,2023,September,118.0
Kigali City,Kicukiro,Nyarugunga,Kicukiro_Nyarugunga,Malaria community,,,,September 2024,2024,September,249.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,April 2020,2020,April,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,April 2021,2021,April,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,April 2022,2022,April,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,April 2023,2023,April,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,April 2024,2024,April,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,April 2025,2025,April,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,August 2020,2020,August,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,August 2021,2021,August,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,August 2022,2022,August,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,August 2023,2023,August,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,August 2024,2024,August,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,December 2020,2020,December,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,December 2021,2021,December,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,December 2022,2022,December,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,December 2023,2023,December,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,December 2024,2024,December,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,February 2020,2020,February,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,February 2021,2021,February,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,February 2022,2022,February,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,February 2023,2023,February,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,February 2024,2024,February,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,February 2025,2025,February,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,January 2020,2020,January,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,January 2021,2021,January,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,January 2022,2022,January,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,January 2023,2023,January,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,January 2024,2024,January,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,January 2025,2025,January,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,July 2020,2020,July,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,July 2021,2021,July,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,July 2022,2022,July,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,July 2023,2023,July,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,July 2024,2024,July,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,June 2020,2020,June,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,June 2021,2021,June,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,June 2022,2022,June,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,June 2023,2023,June,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,June 2024,2024,June,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,June 2025,2025,June,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,March 2020,2020,March,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,March 2021,2021,March,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,March 2022,2022,March,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,March 2023,2023,March,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,March 2024,2024,March,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,March 2025,2025,March,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,May 2020,2020,May,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,May 2021,2021,May,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,May 2022,2022,May,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,May 2023,2023,May,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,May 2024,2024,May,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,May 2025,2025,May,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,November 2020,2020,November,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,November 2021,2021,November,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,November 2022,2022,November,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,November 2023,2023,November,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,November 2024,2024,November,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,October 2020,2020,October,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,October 2021,2021,October,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,October 2022,2022,October,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,October 2023,2023,October,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,October 2024,2024,October,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,September 2020,2020,September,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,September 2021,2021,September,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,September 2022,2022,September,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,September 2023,2023,September,0.0
Kigali City,Nyarugenge,Gitega,Nyarugenge_Gitega,Malaria community,,,,September 2024,2024,September,0.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,April 2020,2020,April,49.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,April 2021,2021,April,38.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,April 2022,2022,April,102.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,April 2023,2023,April,17.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,April 2024,2024,April,26.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,April 2025,2025,April,151.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,August 2020,2020,August,42.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,August 2021,2021,August,32.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,August 2022,2022,August,38.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,August 2023,2023,August,31.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,August 2024,2024,August,56.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,December 2020,2020,December,47.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,December 2021,2021,December,57.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,December 2022,2022,December,69.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,December 2023,2023,December,47.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,December 2024,2024,December,182.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,February 2020,2020,February,130.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,February 2021,2021,February,43.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,February 2022,2022,February,19.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,February 2023,2023,February,15.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,February 2024,2024,February,54.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,February 2025,2025,February,234.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,January 2020,2020,January,53.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,January 2021,2021,January,35.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,January 2022,2022,January,81.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,January 2023,2023,January,36.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,January 2024,2024,January,40.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,January 2025,2025,January,218.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,July 2020,2020,July,54.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,July 2021,2021,July,36.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,July 2022,2022,July,67.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,July 2023,2023,July,49.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,July 2024,2024,July,15.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,June 2020,2020,June,72.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,June 2021,2021,June,68.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,June 2022,2022,June,97.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,June 2023,2023,June,30.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,June 2024,2024,June,3.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,June 2025,2025,June,370.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,March 2020,2020,March,118.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,March 2021,2021,March,0.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,March 2022,2022,March,46.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,March 2023,2023,March,70.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,March 2024,2024,March,19.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,March 2025,2025,March,133.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,May 2020,2020,May,89.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,May 2021,2021,May,60.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,May 2022,2022,May,95.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,May 2023,2023,May,44.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,May 2024,2024,May,66.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,May 2025,2025,May,139.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,November 2020,2020,November,39.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,November 2021,2021,November,42.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,November 2022,2022,November,48.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,November 2023,2023,November,30.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,November 2024,2024,November,88.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,October 2020,2020,October,44.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,October 2021,2021,October,58.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,October 2022,2022,October,55.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,October 2023,2023,October,36.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,October 2024,2024,October,73.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,September 2020,2020,September,74.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,September 2021,2021,September,44.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,September 2022,2022,September,46.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,September 2023,2023,September,29.0
Kigali City,Nyarugenge,Kanyinya,Nyarugenge_Kanyinya,Malaria community,,,,September 2024,2024,September,54.0
Kigali City,Nyarugenge,Kigali,Nyarugenge_Kigali,Malaria community,,,,April 2020,2020,April,690.0
Kigali City,Nyarugenge,Kigali,Nyarugenge_Kigali,Malaria community,,,,April 2021,2021,April,40.0
Kigali City,Nyarugenge,Kigali,Nyarugenge_Kigali,Malaria community,,,,April 2022,2022,April,143.0
Kigali City,Nyarugenge,Kigali,Nyarugenge_Kigali,Malaria community,,,,April 2023,2023,April,98.0
