province,district_clean,sector,district_sector,disease,casetype,age_category_new,gender,periodname,year,month,Total
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,November 2021,2021,November,1.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,November 2022,2022,November,4.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,November 2023,2023,November,2.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,November 2024,2024,November,2.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,October 2020,2020,October,1.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,October 2021,2021,October,1.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,October 2022,2022,October,4.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,October 2023,2023,October,0.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,October 2024,2024,October,2.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,September 2020,2020,September,0.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,September 2021,2021,September,0.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,September 2022,2022,September,0.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,September 2023,2023,September,4.0
North,Gicumbi,Ruvune,Gicumbi_Ruvune,Malaria community,,,,September 2024,2024,September,2.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,April 2020,2020,April,323.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,April 2021,2021,April,136.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,April 2022,2022,April,384.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,April 2023,2023,April,566.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,April 2024,2024,April,328.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,April 2025,2025,April,197.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,August 2020,2020,August,91.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,August 2021,2021,August,87.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,August 2022,2022,August,292.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,August 2023,2023,August,192.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,August 2024,2024,August,196.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,December 2020,2020,December,97.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,December 2021,2021,December,214.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,December 2022,2022,December,369.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,December 2023,2023,December,558.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,December 2024,2024,December,129.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,February 2020,2020,February,669.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,February 2021,2021,February,88.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,February 2022,2022,February,261.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,February 2023,2023,February,303.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,February 2024,2024,February,493.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,February 2025,2025,February,178.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,January 2020,2020,January,870.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,January 2021,2021,January,222.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,January 2022,2022,January,272.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,January 2023,2023,January,303.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,January 2024,2024,January,638.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,January 2025,2025,January,234.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,July 2020,2020,July,180.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,July 2021,2021,July,104.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,July 2022,2022,July,384.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,July 2023,2023,July,276.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,July 2024,2024,July,169.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,June 2020,2020,June,192.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,June 2021,2021,June,150.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,June 2022,2022,June,601.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,June 2023,2023,June,287.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,June 2024,2024,June,425.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,June 2025,2025,June,169.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,March 2020,2020,March,526.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,March 2021,2021,March,97.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,March 2022,2022,March,210.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,March 2023,2023,March,449.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,March 2024,2024,March,375.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,March 2025,2025,March,230.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,May 2020,2020,May,206.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,May 2021,2021,May,173.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,May 2022,2022,May,644.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,May 2023,2023,May,327.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,May 2024,2024,May,325.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,May 2025,2025,May,144.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,November 2020,2020,November,117.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,November 2021,2021,November,138.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,November 2022,2022,November,301.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,November 2023,2023,November,567.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,November 2024,2024,November,210.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,October 2020,2020,October,102.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,October 2021,2021,October,133.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,October 2022,2022,October,434.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,October 2023,2023,October,449.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,October 2024,2024,October,228.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,September 2020,2020,September,122.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,September 2021,2021,September,85.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,September 2022,2022,September,331.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,September 2023,2023,September,267.0
North,Gicumbi,Rwamiko,Gicumbi_Rwamiko,Malaria community,,,,September 2024,2024,September,182.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,April 2020,2020,April,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,April 2021,2021,April,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,April 2022,2022,April,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,April 2023,2023,April,5.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,April 2024,2024,April,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,April 2025,2025,April,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,August 2020,2020,August,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,August 2021,2021,August,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,August 2022,2022,August,3.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,August 2023,2023,August,4.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,August 2024,2024,August,4.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,December 2020,2020,December,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,December 2021,2021,December,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,December 2022,2022,December,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,December 2023,2023,December,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,December 2024,2024,December,3.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,February 2020,2020,February,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,February 2021,2021,February,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,February 2022,2022,February,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,February 2023,2023,February,4.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,February 2024,2024,February,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,February 2025,2025,February,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,January 2020,2020,January,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,January 2021,2021,January,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,January 2022,2022,January,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,January 2023,2023,January,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,January 2024,2024,January,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,January 2025,2025,January,8.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,July 2020,2020,July,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,July 2021,2021,July,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,July 2022,2022,July,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,July 2023,2023,July,3.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,July 2024,2024,July,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,June 2020,2020,June,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,June 2021,2021,June,3.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,June 2022,2022,June,4.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,June 2023,2023,June,3.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,June 2024,2024,June,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,June 2025,2025,June,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,March 2020,2020,March,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,March 2021,2021,March,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,March 2022,2022,March,3.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,March 2023,2023,March,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,March 2024,2024,March,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,March 2025,2025,March,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,May 2020,2020,May,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,May 2021,2021,May,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,May 2022,2022,May,4.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,May 2023,2023,May,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,May 2024,2024,May,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,May 2025,2025,May,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,November 2020,2020,November,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,November 2021,2021,November,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,November 2022,2022,November,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,November 2023,2023,November,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,November 2024,2024,November,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,October 2020,2020,October,2.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,October 2021,2021,October,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,October 2022,2022,October,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,October 2023,2023,October,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,October 2024,2024,October,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,September 2020,2020,September,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,September 2021,2021,September,1.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,September 2022,2022,September,4.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,September 2023,2023,September,0.0
North,Gicumbi,Shangasha,Gicumbi_Shangasha,Malaria community,,,,September 2024,2024,September,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,April 2020,2020,April,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,April 2021,2021,April,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,April 2022,2022,April,4.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,April 2023,2023,April,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,April 2024,2024,April,6.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,April 2025,2025,April,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,August 2020,2020,August,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,August 2021,2021,August,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,August 2022,2022,August,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,August 2023,2023,August,4.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,August 2024,2024,August,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,December 2020,2020,December,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,December 2021,2021,December,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,December 2022,2022,December,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,December 2023,2023,December,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,December 2024,2024,December,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,February 2020,2020,February,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,February 2021,2021,February,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,February 2022,2022,February,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,February 2023,2023,February,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,February 2024,2024,February,5.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,February 2025,2025,February,4.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,January 2020,2020,January,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,January 2021,2021,January,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,January 2022,2022,January,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,January 2023,2023,January,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,January 2024,2024,January,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,January 2025,2025,January,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,July 2020,2020,July,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,July 2021,2021,July,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,July 2022,2022,July,4.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,July 2023,2023,July,4.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,July 2024,2024,July,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,June 2020,2020,June,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,June 2021,2021,June,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,June 2022,2022,June,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,June 2023,2023,June,9.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,June 2024,2024,June,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,June 2025,2025,June,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,March 2020,2020,March,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,March 2021,2021,March,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,March 2022,2022,March,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,March 2023,2023,March,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,March 2024,2024,March,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,March 2025,2025,March,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,May 2020,2020,May,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,May 2021,2021,May,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,May 2022,2022,May,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,May 2023,2023,May,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,May 2024,2024,May,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,May 2025,2025,May,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,November 2020,2020,November,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,November 2021,2021,November,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,November 2022,2022,November,1.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,November 2023,2023,November,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,November 2024,2024,November,6.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,October 2020,2020,October,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,October 2021,2021,October,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,October 2022,2022,October,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,October 2023,2023,October,5.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,October 2024,2024,October,2.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,September 2020,2020,September,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,September 2021,2021,September,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,September 2022,2022,September,0.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,September 2023,2023,September,3.0
North,Musanze,Busogo,Musanze_Busogo,Malaria community,,,,September 2024,2024,September,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,April 2020,2020,April,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,April 2021,2021,April,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,April 2022,2022,April,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,April 2023,2023,April,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,April 2024,2024,April,4.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,April 2025,2025,April,9.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,August 2020,2020,August,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,August 2021,2021,August,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,August 2022,2022,August,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,August 2023,2023,August,8.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,August 2024,2024,August,7.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,December 2020,2020,December,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,December 2021,2021,December,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,December 2022,2022,December,7.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,December 2023,2023,December,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,December 2024,2024,December,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,February 2020,2020,February,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,February 2021,2021,February,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,February 2022,2022,February,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,February 2023,2023,February,6.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,February 2024,2024,February,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,February 2025,2025,February,7.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,January 2020,2020,January,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,January 2021,2021,January,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,January 2022,2022,January,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,January 2023,2023,January,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,January 2024,2024,January,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,January 2025,2025,January,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,July 2020,2020,July,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,July 2021,2021,July,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,July 2022,2022,July,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,July 2023,2023,July,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,July 2024,2024,July,5.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,June 2020,2020,June,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,June 2021,2021,June,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,June 2022,2022,June,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,June 2023,2023,June,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,June 2024,2024,June,4.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,June 2025,2025,June,8.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,March 2020,2020,March,5.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,March 2021,2021,March,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,March 2022,2022,March,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,March 2023,2023,March,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,March 2024,2024,March,4.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,March 2025,2025,March,6.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,May 2020,2020,May,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,May 2021,2021,May,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,May 2022,2022,May,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,May 2023,2023,May,8.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,May 2024,2024,May,8.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,May 2025,2025,May,4.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,November 2020,2020,November,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,November 2021,2021,November,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,November 2022,2022,November,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,November 2023,2023,November,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,November 2024,2024,November,6.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,October 2020,2020,October,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,October 2021,2021,October,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,October 2022,2022,October,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,October 2023,2023,October,4.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,October 2024,2024,October,3.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,September 2020,2020,September,1.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,September 2021,2021,September,0.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,September 2022,2022,September,2.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,September 2023,2023,September,9.0
North,Musanze,Cyuve,Musanze_Cyuve,Malaria community,,,,September 2024,2024,September,2.0
North,Musanze,Gacaca,Musanze_Gacaca,Malaria community,,,,April 2020,2020,April,0.0
North,Musanze,Gacaca,Musanze_Gacaca,Malaria community,,,,April 2021,2021,April,0.0
North,Musanze,Gacaca,Musanze_Gacaca,Malaria community,,,,April 2022,2022,April,0.0
North,Musanze,Gacaca,Musanze_Gacaca,Malaria community,,,,April 2023,2023,April,0.0
North,Musanze,Gacaca,Musanze_Gacaca,Malaria community,,,,April 2024,2024,April,0.0
North,Musanze,Gacaca,Musanze_Gacaca,Malaria community,,,,April 2025,2025,April,17.0
